Id2,Geography,Total_Male,Male_LHS,Male_HS,Male_College,Male_Bachelors,Male_Graduate,Total_Female,Female_LHS,Female_HS,Female_College,Female_Bachelors,Female_Graduate
36047115800,"Census Tract 1158, Kings County, New York",34360,23750,31655,-,40455,-,37250,-,36625,32083,69659,51563
36047116000,"Census Tract 1160, Kings County, New York",38250,-,34821,51146,-,-,27969,19290,27969,36304,60977,41875
36047116200,"Census Tract 1162, Kings County, New York",36579,-,32000,38162,-,-,30156,17305,27303,31691,51250,-
36047116400,"Census Tract 1164, Kings County, New York",36628,30714,36339,35750,-,-,32417,11743,29931,39250,42407,105250
36047116600,"Census Tract 1166, Kings County, New York",37578,51339,37219,41389,26042,-,32108,16000,28681,35938,54000,-
36047116800,"Census Tract 1168, Kings County, New York",25859,17750,-,-,30417,40625,27404,19464,-,27500,-,-
36047117000,"Census Tract 1170, Kings County, New York",27016,31063,38611,18229,-,-,20833,22159,16458,17311,34583,-
36047117201,"Census Tract 1172.01, Kings County, New York",36932,25313,32188,49130,29514,-,27981,26167,26250,26364,83558,-
36047117202,"Census Tract 1172.02, Kings County, New York",46750,31146,48550,34524,52396,-,31494,16190,37759,31723,80469,-
36047117400,"Census Tract 1174, Kings County, New York",39423,11290,28934,52375,-,-,24797,20363,21389,41154,-,40909
36047117601,"Census Tract 1176.01, Kings County, New York",27574,21792,30380,36875,29271,-,22171,15900,32644,21985,39432,55750
36047117602,"Census Tract 1176.02, Kings County, New York",29286,24205,26250,35057,58375,-,22405,15268,22367,-,35500,-
36047117800,"Census Tract 1178, Kings County, New York",34375,25500,34154,48958,-,-,31417,20938,31500,-,57250,-
36047118000,"Census Tract 1180, Kings County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36047118201,"Census Tract 1182.01, Kings County, New York",31737,29318,30625,36250,74250,-,41033,11250,36161,29392,73068,70714
36047118202,"Census Tract 1182.02, Kings County, New York",41271,30417,41600,41250,84000,-,25230,18618,27417,19851,36750,"250,000+"
36047118400,"Census Tract 1184, Kings County, New York",34102,30938,41369,-,-,-,21712,17250,19551,32563,51520,-
36047118600,"Census Tract 1186, Kings County, New York",37159,25789,45694,26875,40833,-,31366,15804,31429,42250,31544,69500
36047118800,"Census Tract 1188, Kings County, New York",26052,21944,30659,26293,48355,21250,23158,16818,22455,41087,25658,-
36047119000,"Census Tract 1190, Kings County, New York",30347,26786,30694,-,-,-,22039,30938,21316,15469,-,-
36047119200,"Census Tract 1192, Kings County, New York",29342,15398,30357,46375,28011,-,35211,10147,32778,35250,46467,61389
36047119400,"Census Tract 1194, Kings County, New York",22300,-,21019,21707,45172,-,32021,-,27202,37733,50132,65167
36047119600,"Census Tract 1196, Kings County, New York",31423,27458,31554,31591,79313,-,29417,-,29094,27250,-,80263
36047119800,"Census Tract 1198, Kings County, New York",35833,-,43015,35139,-,90750,29898,-,27153,29318,36523,-
36047120000,"Census Tract 1200, Kings County, New York",30651,22279,32357,30542,31042,-,32772,-,31371,32188,47750,-
36047120200,"Census Tract 1202, Kings County, New York",36520,40526,25735,50536,45294,-,20246,20275,32989,15069,4196,-
36047120800,"Census Tract 1208, Kings County, New York",31241,32303,31013,37063,26120,-,33387,17721,30515,40548,39712,-
36047121000,"Census Tract 1210, Kings County, New York",30824,39464,27778,50428,-,-,30380,12153,17095,36964,45764,-
36047121400,"Census Tract 1214, Kings County, New York",20490,-,20433,21200,-,-,24238,-,24537,-,-,-
36047122000,"Census Tract 1220, Kings County, New York",41642,36519,47973,-,41100,-,35375,72712,25342,29552,60407,69129
36047123700,"Census Tract 1237, Kings County, New York",20690,19505,35865,15990,33778,-,12064,10750,10000,-,41310,-
36047150200,"Census Tract 1502, Kings County, New York",56422,-,78750,24500,68750,103750,43942,21433,-,88906,47339,50774
36047152200,"Census Tract 1522, Kings County, New York",32500,18792,30100,24355,34821,100625,46979,-,-,-,41471,73906
36047990100,"Census Tract 9901, Kings County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36061000100,"Census Tract 1, New York County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36061000201,"Census Tract 2.01, New York County, New York",21192,11905,20625,26019,36250,-,21820,21219,37750,5846,-,-
36061000202,"Census Tract 2.02, New York County, New York",30000,11362,29183,29014,61105,-,34983,13967,27926,25893,49158,50378
36061000500,"Census Tract 5, New York County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36061000600,"Census Tract 6, New York County, New York",31105,18146,-,36191,37112,63810,23992,19479,14764,27824,25704,-
36061000700,"Census Tract 7, New York County, New York",106818,-,58872,-,100820,136269,75339,-,43443,91048,75232,77344
36061000800,"Census Tract 8, New York County, New York",19167,19432,14877,14815,60375,40764,21061,10028,30385,39077,61116,42040
36061000900,"Census Tract 9, New York County, New York",110208,-,41667,75000,109286,202794,80304,-,-,-,71625,110385
36061001001,"Census Tract 10.01, New York County, New York",100966,-,-,95625,101474,130500,56429,-,-,83250,55493,76172
36061001002,"Census Tract 10.02, New York County, New York",30087,-,26726,-,-,-,19139,10653,15922,28763,38023,-
36061001200,"Census Tract 12, New York County, New York",86667,-,36734,50880,90481,125804,32182,-,16719,16250,-,83359
36061001300,"Census Tract 13, New York County, New York",104880,-,-,100682,104971,136250,90960,-,-,101765,96250,85117
36061001401,"Census Tract 14.01, New York County, New York",88194,-,21776,43676,105125,99306,71849,-,46719,-,77969,74148
36061001402,"Census Tract 14.02, New York County, New York",32880,11083,30846,21875,62143,100893,32350,-,23393,20250,76458,30787
36061001501,"Census Tract 15.01, New York County, New York",76944,-,51010,36136,71346,159615,70386,-,-,48056,72465,71709
36061001502,"Census Tract 15.02, New York County, New York",101833,-,-,83049,101046,130521,77171,-,-,-,81061,71118
36061001600,"Census Tract 16, New York County, New York",31460,13538,25292,-,60545,101300,40673,11113,17969,25655,58636,71506
36061001800,"Census Tract 18, New York County, New York",56295,19173,37203,52740,80556,72115,26711,18730,-,30583,61017,45547
36061002000,"Census Tract 20, New York County, New York",18182,11774,-,23229,30833,-,19479,12833,16838,28214,40288,-
36061002100,"Census Tract 21, New York County, New York","250,000+",-,-,"250,000+","250,000+",203399,100594,-,-,-,101705,101938
36061002201,"Census Tract 22.01, New York County, New York",46066,-,46838,21623,50217,59438,40274,20947,-,33190,72500,50096
36061002202,"Census Tract 22.02, New York County, New York",68912,-,-,48221,95559,102045,55625,-,-,-,55625,65795
36061002400,"Census Tract 24, New York County, New York",26178,-,25948,20129,-,95236,23835,12234,19194,-,-,"250,000+"
36061002500,"Census Tract 25, New York County, New York",19818,-,18200,16328,37105,-,15078,9659,15846,19057,-,-
36061002601,"Census Tract 26.01, New York County, New York",44975,19479,19375,60758,-,-,39265,-,25034,30446,44219,74167
36061002602,"Census Tract 26.02, New York County, New York",57070,-,-,-,56844,66281,53365,3209,-,30243,62281,75925
36061002700,"Census Tract 27, New York County, New York",66429,-,25982,-,106471,-,38750,-,-,23214,77870,58750
36061002800,"Census Tract 28, New York County, New York",56250,12973,-,40982,72500,110472,40303,-,13882,27661,51294,60625
36061002900,"Census Tract 29, New York County, New York",26343,8482,-,17188,60331,82174,31120,15143,28566,30708,-,35924
36061003001,"Census Tract 30.01, New York County, New York",67182,-,-,-,80184,92417,53333,7419,-,-,65590,59470
36061003002,"Census Tract 30.02, New York County, New York",64764,-,32344,36667,79250,103981,46691,23173,20492,31317,68125,63913
36061003100,"Census Tract 31, New York County, New York",163750,-,16111,-,198333,203281,80341,-,-,-,113250,69766
36061003200,"Census Tract 32, New York County, New York",65758,-,23717,-,74114,91302,65111,-,40351,35078,66734,88625
36061003300,"Census Tract 33, New York County, New York",179010,-,-,-,135625,"250,000+",80027,-,-,-,80082,116250
36061003400,"Census Tract 34, New York County, New York",76586,-,19297,-,80284,122304,72841,-,-,-,75575,96058
36061003601,"Census Tract 36.01, New York County, New York",56814,-,-,33500,71719,121184,34583,12054,-,46500,51563,81944
36061003602,"Census Tract 36.02, New York County, New York",75857,-,20900,20682,90473,135278,56159,-,14479,-,60639,66860
36061003700,"Census Tract 37, New York County, New York",104795,-,-,-,104167,"250,000+",100921,-,-,-,90031,165227
36061003800,"Census Tract 38, New York County, New York",52153,26410,-,23952,87917,62844,48922,-,32458,22214,49704,66296
36061003900,"Census Tract 39, New York County, New York",196378,-,-,-,211833,"250,000+",81786,-,-,-,86607,90234
36061004000,"Census Tract 40, New York County, New York",71791,-,6436,31788,83177,115625,60502,-,-,41695,60784,62394
36061004100,"Census Tract 41, New York County, New York",80559,15125,-,60333,91758,126339,49347,15170,-,-,78369,58690
36061004200,"Census Tract 42, New York County, New York",110054,-,-,-,100783,159821,81917,-,-,25197,108182,102212
36061004300,"Census Tract 43, New York County, New York",69351,-,59931,-,69383,81738,59260,-,30255,-,65758,-
36061004400,"Census Tract 44, New York County, New York",79070,-,31685,-,79588,90679,63038,-,-,-,64127,86078
36061004500,"Census Tract 45, New York County, New York",-,-,26111,-,86750,203015,50362,"2,500-",-,-,53750,52050
36061004700,"Census Tract 47, New York County, New York",93611,-,-,91406,104205,-,56094,-,58750,-,89375,41979
36061004800,"Census Tract 48, New York County, New York",81677,-,41136,36360,83111,140179,75811,-,-,-,77266,80060
36061004900,"Census Tract 49, New York County, New York",79743,-,62083,40450,93026,102791,91196,-,-,110320,100888,75000
36061005000,"Census Tract 50, New York County, New York",127174,-,-,122083,125761,152880,85040,-,-,-,84013,120769
36061005200,"Census Tract 52, New York County, New York",134861,-,-,155921,126738,156429,78203,-,-,39013,83990,91250
36061005400,"Census Tract 54, New York County, New York",121765,-,-,107061,117378,141303,100934,-,-,-,68313,151642
36061005501,"Census Tract 55.01, New York County, New York",102284,-,-,-,101079,110625,85197,-,-,-,-,87955
36061005502,"Census Tract 55.02, New York County, New York",103472,-,-,-,89306,175278,74750,34659,-,-,-,105391
36061005600,"Census Tract 56, New York County, New York",180243,-,-,-,203611,191181,82273,-,8558,-,-,152337
36061005700,"Census Tract 57, New York County, New York",125917,-,-,-,126486,-,101331,-,-,77386,84392,107134
36061005800,"Census Tract 58, New York County, New York",149917,-,-,-,150742,151601,111176,-,-,-,90675,141404
36061005900,"Census Tract 59, New York County, New York",95702,-,70427,-,124861,105509,101133,-,-,-,102847,72833
36061006000,"Census Tract 60, New York County, New York",115000,-,-,"2,500-",119872,120938,105114,-,-,21154,115625,106023
36061006100,"Census Tract 61, New York County, New York",105091,-,-,178324,83828,-,84821,-,-,91250,88098,76346
36061006200,"Census Tract 62, New York County, New York",57989,11944,10435,32054,112708,123006,68063,-,-,-,68188,76250
36061006300,"Census Tract 63, New York County, New York",126979,-,121635,-,130703,-,83750,-,65903,-,93235,83648
36061006400,"Census Tract 64, New York County, New York",87955,-,-,-,94615,100581,67073,-,-,-,69479,66407
36061006500,"Census Tract 65, New York County, New York",92232,-,-,64792,123841,100234,72944,-,-,51447,73347,85505
36061006600,"Census Tract 66, New York County, New York",69809,-,-,-,90574,104250,80304,-,65712,43230,86243,101446
36061006700,"Census Tract 67, New York County, New York",86576,-,-,52404,106289,81150,61604,-,-,27222,60915,78636
36061006800,"Census Tract 68, New York County, New York",111953,-,-,82954,111922,201891,91088,-,-,78016,100113,82473
36061006900,"Census Tract 69, New York County, New York",176719,-,-,-,162014,218750,76500,-,-,-,87143,92500
36061007000,"Census Tract 70, New York County, New York",94141,-,-,66482,84511,106197,70313,-,-,-,59728,93277
36061007100,"Census Tract 71, New York County, New York",92188,-,-,60231,121677,71563,82159,-,-,56302,86103,89294
36061007200,"Census Tract 72, New York County, New York",87262,-,-,82096,92179,103112,81016,-,-,115893,71303,84355
36061007300,"Census Tract 73, New York County, New York",95859,-,20750,30652,97344,109205,75052,-,-,30848,76842,76875
36061007400,"Census Tract 74, New York County, New York",136071,-,-,63380,155996,158281,86905,-,-,51912,107719,83939
36061007500,"Census Tract 75, New York County, New York",111000,-,-,-,170517,98750,96007,-,-,130060,95054,99079
36061007600,"Census Tract 76, New York County, New York",93542,-,-,-,75000,137000,85298,-,-,127750,40875,107292
36061007700,"Census Tract 77, New York County, New York",105526,-,-,-,121229,125375,92724,-,-,-,90179,118523
36061007800,"Census Tract 78, New York County, New York",99423,-,-,-,115034,99519,77147,-,25917,60536,79338,110368
36061007900,"Census Tract 79, New York County, New York",137675,-,102292,61792,139400,"250,000+",65917,-,-,25125,67054,82279
36061008000,"Census Tract 80, New York County, New York",125217,-,-,61875,116964,203854,71936,-,-,42384,64591,101042
36061008100,"Census Tract 81, New York County, New York",104893,-,-,-,99671,149393,73266,-,-,-,61044,100000
36061008200,"Census Tract 82, New York County, New York",120425,-,-,-,115417,126667,76543,-,-,65208,75887,131914
36061008300,"Census Tract 83, New York County, New York",97941,-,-,-,135658,103086,50389,31991,-,35920,77674,66250
36061008400,"Census Tract 84, New York County, New York",111694,-,-,-,112917,112206,72244,-,-,21495,82228,90809
36061008601,"Census Tract 86.01, New York County, New York",121250,-,-,53750,126538,133750,78864,-,-,-,79773,102167
36061008602,"Census Tract 86.02, New York County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36061008603,"Census Tract 86.03, New York County, New York",122031,-,-,78777,111389,141094,114826,-,-,64517,100737,153854
36061008700,"Census Tract 87, New York County, New York",115709,-,-,-,105991,166474,82321,-,-,-,80481,103417
36061008800,"Census Tract 88, New York County, New York",93149,-,-,-,93341,132692,68640,-,-,68125,63554,87952
36061008900,"Census Tract 89, New York County, New York",86055,-,25230,52448,87337,125272,76649,-,36199,45686,83750,102143
36061009000,"Census Tract 90, New York County, New York",101375,-,61933,-,105132,126726,82318,-,-,-,71752,102188
36061009100,"Census Tract 91, New York County, New York",93750,-,-,68363,105891,114397,81967,-,-,-,61488,106182
36061009200,"Census Tract 92, New York County, New York",105875,-,-,114722,96375,139464,80417,-,-,-,92188,71786
36061009300,"Census Tract 93, New York County, New York",73983,-,30704,-,113640,120347,52344,-,-,-,-,60599
36061009400,"Census Tract 94, New York County, New York",190833,-,-,-,190833,-,-,-,-,-,-,-
36061009500,"Census Tract 95, New York County, New York",183523,-,-,"250,000+",133409,246625,70188,-,-,-,78611,80320
36061009600,"Census Tract 96, New York County, New York",185455,-,-,-,136094,187159,100938,-,-,-,111250,-
36061009700,"Census Tract 97, New York County, New York",40660,17411,30982,34157,-,71550,47941,-,30440,-,50833,96900
36061009800,"Census Tract 98, New York County, New York",107743,-,-,62157,108646,203729,86763,-,-,-,110455,86277
36061009900,"Census Tract 99, New York County, New York",109500,-,90304,125875,94082,156500,78837,-,-,26705,76250,130848
36061010000,"Census Tract 100, New York County, New York",122708,-,-,-,131750,135465,76512,-,-,-,76744,85000
36061010100,"Census Tract 101, New York County, New York",145885,-,-,158125,147188,150536,92000,-,18611,-,93750,134750
36061010200,"Census Tract 102, New York County, New York",100833,-,-,-,122667,-,61250,-,-,-,65096,-
36061010300,"Census Tract 103, New York County, New York",88250,-,-,95682,80200,102422,60735,-,-,35313,60357,83571
36061010400,"Census Tract 104, New York County, New York",102391,-,-,-,97438,152917,64336,-,63421,-,63269,76000
36061010601,"Census Tract 106.01, New York County, New York",145250,-,-,-,-,178182,60332,-,-,37266,56715,118696
36061010602,"Census Tract 106.02, New York County, New York",101402,-,-,35550,-,110947,72960,-,-,-,60375,74844
36061010800,"Census Tract 108, New York County, New York",127039,-,31823,-,103017,142095,74624,-,-,-,75083,78189
36061010900,"Census Tract 109, New York County, New York",103269,-,-,-,-,103846,75804,-,-,-,-,75714
36061011000,"Census Tract 110, New York County, New York",103527,-,-,56532,104018,121094,76786,-,-,-,85924,83027
36061011100,"Census Tract 111, New York County, New York",100307,-,-,66000,102092,162364,52079,-,-,-,71319,51861
36061011201,"Census Tract 112.01, New York County, New York",171750,-,-,-,126250,"250,000+",87083,-,-,48750,-,85208
36061011202,"Census Tract 112.02, New York County, New York",195750,-,-,-,212708,143500,-,-,-,-,-,68182
36061011203,"Census Tract 112.03, New York County, New York",121544,-,-,-,112679,238125,76932,-,-,74583,77045,101607
36061011300,"Census Tract 113, New York County, New York",-,-,-,-,82500,-,91563,-,-,-,135313,-
36061011401,"Census Tract 114.01, New York County, New York",126806,-,-,131023,119219,131944,60682,-,-,-,-,-
36061011402,"Census Tract 114.02, New York County, New York",134375,-,-,-,188611,101800,64875,-,-,-,55714,70341
36061011500,"Census Tract 115, New York County, New York",82143,25811,-,65288,89931,160179,69000,-,18750,-,68828,80071
36061011600,"Census Tract 116, New York County, New York",74879,-,-,51000,102778,80903,60669,-,-,-,56625,67143
36061011700,"Census Tract 117, New York County, New York",101081,-,-,61094,118824,105139,66155,-,34297,-,66912,107188
36061011800,"Census Tract 118, New York County, New York",129042,-,-,82566,105359,159144,84657,-,-,-,83899,100572
36061011900,"Census Tract 119, New York County, New York",21530,-,-,34784,-,-,29861,-,-,38750,-,-
36061012000,"Census Tract 120, New York County, New York",109282,-,-,-,105563,153947,73674,-,-,-,71146,113813
36061012100,"Census Tract 121, New York County, New York",65986,-,30941,44440,67321,104151,45250,-,-,18183,52466,75500
36061012200,"Census Tract 122, New York County, New York",156574,-,-,201852,114727,159000,76250,-,-,-,101923,-
36061012400,"Census Tract 124, New York County, New York",81525,-,-,62884,82225,113864,84081,-,-,81490,90114,84043
36061012500,"Census Tract 125, New York County, New York",120635,-,120385,-,118286,142330,75906,-,-,-,54697,121204
36061012600,"Census Tract 126, New York County, New York",94202,-,-,-,94960,101188,71004,-,90260,30737,84915,80337
36061012700,"Census Tract 127, New York County, New York",61887,-,-,40811,70053,87206,48810,-,29637,-,48870,68032
36061012800,"Census Tract 128, New York County, New York",191977,-,-,-,152305,228480,61045,-,76310,39800,52417,100757
36061012900,"Census Tract 129, New York County, New York",96900,-,48625,94440,95880,115769,75823,-,-,64145,61010,110392
36061013000,"Census Tract 130, New York County, New York",157662,-,-,-,"250,000+",129974,53547,-,-,16917,73469,67742
36061013100,"Census Tract 131, New York County, New York",106500,-,50833,-,100417,158578,82321,-,-,73750,67132,88523
36061013200,"Census Tract 132, New York County, New York",74790,-,-,60264,74044,151120,67204,-,-,21311,82083,67223
36061013300,"Census Tract 133, New York County, New York",76218,-,67891,50000,72805,130694,66694,-,-,48571,70870,75577
36061013400,"Census Tract 134, New York County, New York",151033,-,-,-,150625,152189,86863,-,-,-,92853,92995
36061013500,"Census Tract 135, New York County, New York",84531,-,60579,21250,101607,142167,63580,-,58173,-,90273,91161
36061013600,"Census Tract 136, New York County, New York",91435,-,-,62344,92965,103750,63732,-,-,50496,65763,79282
36061013700,"Census Tract 137, New York County, New York",100883,-,35677,-,69583,186302,84148,-,-,14306,71735,93549
36061013800,"Census Tract 138, New York County, New York",98135,-,51775,-,104746,126542,77289,-,-,-,70478,106440
36061013900,"Census Tract 139, New York County, New York",98710,-,-,65946,106925,104974,78603,-,-,55532,91314,85260
36061014000,"Census Tract 140, New York County, New York",105159,-,67778,64722,93750,127054,77429,-,23773,41952,81339,82165
36061014200,"Census Tract 142, New York County, New York","250,000+",-,-,80694,"250,000+","250,000+",60370,-,-,-,-,-
36061014300,"Census Tract 143, New York County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36061014401,"Census Tract 144.01, New York County, New York",102188,-,-,36319,79938,140375,62004,-,-,-,59375,81447
36061014402,"Census Tract 144.02, New York County, New York",107411,-,-,60074,108491,110755,80142,-,-,-,67560,91307
36061014500,"Census Tract 145, New York County, New York",187337,-,-,-,186272,203839,103516,-,-,73025,141542,81681
36061014601,"Census Tract 146.01, New York County, New York",97775,-,82417,68750,100682,85962,74375,-,-,80625,66150,82409
36061014602,"Census Tract 146.02, New York County, New York",96926,-,-,74188,82353,175081,72043,-,-,58924,77414,71016
36061014700,"Census Tract 147, New York County, New York",133750,-,-,50950,141042,178750,71905,-,-,41250,93021,78661
36061014801,"Census Tract 148.01, New York County, New York",127104,-,55769,97639,107321,206250,75054,-,-,-,57465,79821
36061014802,"Census Tract 148.02, New York County, New York",96495,-,62454,-,93828,155833,62942,-,-,-,56571,83942
36061014900,"Census Tract 149, New York County, New York",151838,-,56523,-,125100,170902,100082,-,-,41959,100635,101938
36061015001,"Census Tract 150.01, New York County, New York",-,-,-,-,-,185625,79432,-,-,-,82350,54205
36061015002,"Census Tract 150.02, New York County, New York",123000,-,-,-,80268,151739,65000,-,-,-,46823,117422
36061015100,"Census Tract 151, New York County, New York",126653,-,-,38355,136901,220132,68032,-,-,15823,51271,89450
36061015200,"Census Tract 152, New York County, New York",100658,-,33675,20642,125521,121563,57672,-,13148,42105,61985,91267
36061015300,"Census Tract 153, New York County, New York",145019,-,-,227917,112664,181500,82324,-,26539,39400,85396,102931
36061015400,"Census Tract 154, New York County, New York",73172,-,-,-,66176,94333,65391,-,-,41752,55983,74023
36061015500,"Census Tract 155, New York County, New York",141450,-,-,56643,157200,180850,78488,-,20503,47200,78800,100176
36061015601,"Census Tract 156.01, New York County, New York",67386,-,-,-,81569,94321,52278,-,-,-,48295,68617
36061015602,"Census Tract 156.02, New York County, New York",68711,14083,-,53846,-,115357,45156,30043,-,31250,-,61750
36061015700,"Census Tract 157, New York County, New York",124138,-,73625,-,119081,150875,86734,-,-,-,68445,100257
36061015801,"Census Tract 158.01, New York County, New York",122550,-,-,-,106750,150761,82938,-,-,-,84375,83975
36061015802,"Census Tract 158.02, New York County, New York",80878,-,19740,62875,102018,80642,56563,-,-,-,51953,60200
36061015900,"Census Tract 159, New York County, New York",129600,-,-,67877,150539,142731,68400,-,51240,38476,84058,81267
36061016001,"Census Tract 160.01, New York County, New York",241250,-,-,-,"250,000+","250,000+",54044,-,-,51250,44375,70985
36061016002,"Census Tract 160.02, New York County, New York",77250,-,-,-,61667,104167,53500,-,-,55694,38810,62961
36061016100,"Census Tract 161, New York County, New York",98429,-,52353,41946,84173,120750,78750,-,-,-,67042,82594
36061016200,"Census Tract 162, New York County, New York",36299,21579,35130,44154,45383,37328,32376,19076,19438,23115,51579,67750
36061016300,"Census Tract 163, New York County, New York",121521,-,56364,102946,82083,185132,80439,-,26151,-,86225,80768
36061016400,"Census Tract 164, New York County, New York",35456,19859,28255,-,60591,150139,36453,6396,19302,26685,60612,61897
36061016500,"Census Tract 165, New York County, New York",115970,27091,31538,-,117392,205411,74783,-,-,"2,500-",66781,110930
36061016600,"Census Tract 166, New York County, New York",34211,20714,27625,31870,53824,40847,36133,14223,14451,16037,61031,66284
36061016700,"Census Tract 167, New York County, New York",105278,-,70570,56917,84489,"250,000+",76628,-,-,-,87396,82422
36061016800,"Census Tract 168, New York County, New York",65263,-,48750,33550,86215,101458,35250,18155,30063,-,-,61346
36061016900,"Census Tract 169, New York County, New York",71144,-,66731,-,62181,101233,60343,-,-,45375,61190,61118
36061017000,"Census Tract 170, New York County, New York",32197,14737,24083,41071,50019,58750,28620,-,15000,32318,42021,63013
36061017100,"Census Tract 171, New York County, New York",68171,3810,40080,56458,-,114333,55074,-,10848,27167,51495,89299
36061017200,"Census Tract 172, New York County, New York",29375,19018,22039,-,43393,75772,31290,14470,-,31070,-,62396
36061017300,"Census Tract 173, New York County, New York",134202,-,-,-,73852,157375,63867,-,-,77000,65316,68672
36061017401,"Census Tract 174.01, New York County, New York",51140,-,-,-,106397,-,19400,10813,-,17900,36167,-
36061017402,"Census Tract 174.02, New York County, New York",44018,-,-,-,35556,61818,34625,-,11250,33875,62963,45714
36061017500,"Census Tract 175, New York County, New York",103041,-,61198,56250,103347,150185,62045,-,-,50750,44459,75275
36061017700,"Census Tract 177, New York County, New York",70064,-,55181,-,62384,152125,77681,-,-,-,89808,82488
36061017800,"Census Tract 178, New York County, New York",34920,18750,26450,37071,52250,65795,40446,19150,30321,34125,56500,71170
36061017900,"Census Tract 179, New York County, New York",51661,18681,-,35510,84406,141429,58146,-,-,14196,65942,68207
36061018000,"Census Tract 180, New York County, New York",30255,22098,22266,-,40949,55529,29335,-,17596,23553,40875,52455
36061018100,"Census Tract 181, New York County, New York",95144,-,61125,-,73582,209491,55655,-,-,43195,51058,74491
36061018200,"Census Tract 182, New York County, New York",30292,21968,25594,55560,30114,43139,25091,12734,-,31438,27813,61369
36061018300,"Census Tract 183, New York County, New York",93942,-,-,118750,96797,102446,62448,-,41900,63831,55134,98269
36061018400,"Census Tract 184, New York County, New York",28548,-,36081,-,31504,63606,32898,11322,14315,42917,43750,84917
36061018500,"Census Tract 185, New York County, New York",100587,110543,70833,82969,82422,150947,76515,-,-,105341,66250,76636
36061018600,"Census Tract 186, New York County, New York",30392,11808,-,-,74914,-,23109,21531,17415,14545,35387,-
36061018700,"Census Tract 187, New York County, New York",84113,-,-,-,82188,102163,64693,-,-,-,50925,97072
36061018800,"Census Tract 188, New York County, New York",29868,17388,26094,-,49211,-,47321,-,-,38971,51364,80592
36061018900,"Census Tract 189, New York County, New York",36716,-,25824,-,53015,80313,35705,-,22364,32722,64221,99201
36061019000,"Census Tract 190, New York County, New York",59702,-,35694,54310,46964,115677,49167,15592,25875,51667,44750,80156
36061019100,"Census Tract 191, New York County, New York",61336,18269,30399,46011,76897,93258,64961,-,-,17958,69771,61553
36061019200,"Census Tract 192, New York County, New York",19485,30375,17059,-,-,-,16702,13425,16767,34432,-,-
36061019300,"Census Tract 193, New York County, New York",78269,-,31314,-,103370,79615,42632,-,-,-,56250,56853
36061019400,"Census Tract 194, New York County, New York",33200,-,-,-,60721,75938,24074,-,20580,-,32226,71025
36061019500,"Census Tract 195, New York County, New York",100264,-,-,58287,103403,101600,51557,-,-,-,46653,71696
36061019600,"Census Tract 196, New York County, New York",32167,-,17054,30478,40571,62266,31588,11944,27143,31863,-,52417
36061019701,"Census Tract 197.01, New York County, New York",62222,-,-,-,-,105000,52500,-,-,-,36000,103500
36061019702,"Census Tract 197.02, New York County, New York",53567,-,27109,-,76488,68750,34167,11942,-,11823,51705,72679
36061019800,"Census Tract 198, New York County, New York",57183,-,-,-,55938,84722,66570,-,-,36659,76490,89706
36061019900,"Census Tract 199, New York County, New York",81398,-,-,60202,65652,109122,37857,-,-,32604,37195,47981
36061020000,"Census Tract 200, New York County, New York",47400,-,56125,32361,62976,80066,42656,35500,28309,-,40670,78393
36061020101,"Census Tract 201.01, New York County, New York",70250,-,-,-,29167,110227,55625,-,-,-,-,56875
36061020102,"Census Tract 201.02, New York County, New York",41423,17708,-,38304,41875,77619,51191,20250,-,34722,71905,60921
36061020300,"Census Tract 203, New York County, New York",26111,-,-,25833,12000,31979,26908,-,-,-,24375,31089
36061020500,"Census Tract 205, New York County, New York",101232,-,-,-,-,116771,44688,-,-,56042,31042,66875
36061020600,"Census Tract 206, New York County, New York",32679,-,26988,32875,34722,-,39878,11902,40556,29839,53750,53162
36061020701,"Census Tract 207.01, New York County, New York",44583,-,-,-,32672,72031,40602,-,-,-,32250,49750
36061020800,"Census Tract 208, New York County, New York",47155,-,27348,-,51250,87500,39896,-,27036,26734,50973,74088
36061020901,"Census Tract 209.01, New York County, New York",27933,18830,38804,24922,47629,75792,25804,11618,15402,31638,37944,-
36061021000,"Census Tract 210, New York County, New York",28891,13789,27361,28977,29676,68105,40788,-,36331,40104,54957,-
36061021100,"Census Tract 211, New York County, New York",66044,-,-,-,-,78125,56167,-,-,73975,46864,66412
36061021200,"Census Tract 212, New York County, New York",50413,-,21158,-,60388,76250,57398,14141,9250,52292,62148,63259
36061021303,"Census Tract 213.03, New York County, New York",35847,-,25750,35887,52536,75219,26324,15000,25417,19899,37625,54500
36061021400,"Census Tract 214, New York County, New York",41761,-,-,-,36429,72875,46859,-,36758,29211,63875,56324
36061021500,"Census Tract 215, New York County, New York",45268,24667,26583,38125,70221,60833,29375,13750,18690,32125,32407,62045
36061021600,"Census Tract 216, New York County, New York",56414,21007,41533,63232,51760,103472,37199,19133,31287,31145,46080,52500
36061021703,"Census Tract 217.03, New York County, New York",-,-,-,-,-,-,-,-,-,-,-,-
