GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than high school graduate,Margin of Error; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Margin of Error; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Margin of Error; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Margin of Error; Total: - Graduate or professional degree,Estimate; Total: - Male:,Margin of Error; Total: - Male:,Estimate; Total: - Male: - Less than high school graduate,Margin of Error; Total: - Male: - Less than high school graduate,Estimate; Total: - Male: - High school graduate (includes equivalency),Margin of Error; Total: - Male: - High school graduate (includes equivalency),Estimate; Total: - Male: - Some college or associate's degree,Margin of Error; Total: - Male: - Some college or associate's degree,Estimate; Total: - Male: - Bachelor's degree,Margin of Error; Total: - Male: - Bachelor's degree,Estimate; Total: - Male: - Graduate or professional degree,Margin of Error; Total: - Male: - Graduate or professional degree,Estimate; Total: - Female:,Margin of Error; Total: - Female:,Estimate; Total: - Female: - Less than high school graduate,Margin of Error; Total: - Female: - Less than high school graduate,Estimate; Total: - Female: - High school graduate (includes equivalency),Margin of Error; Total: - Female: - High school graduate (includes equivalency),Estimate; Total: - Female: - Some college or associate's degree,Margin of Error; Total: - Female: - Some college or associate's degree,Estimate; Total: - Female: - Bachelor's degree,Margin of Error; Total: - Female: - Bachelor's degree,Estimate; Total: - Female: - Graduate or professional degree,Margin of Error; Total: - Female: - Graduate or professional degree
1400000US36069050601,36069050601,"Census Tract 506.01, Ontario County, New York",52750,15398,-,**,40964,6626,32679,22472,82188,22326,71373,8579,66159,12906,-,**,41607,3699,51531,18713,94250,14205,66827,14042,45151,11329,-,**,-,**,27232,13526,33304,32557,72154,6292
1400000US36069050602,36069050602,"Census Tract 506.02, Ontario County, New York",35668,4279,23125,9659,31875,16998,31507,2768,67375,14533,61131,15398,39771,4584,-,**,37083,7840,36131,4815,78871,9167,60114,25510,30759,3362,-,**,21795,2508,27370,4792,46544,15229,62250,18408
1400000US36069050800,36069050800,"Census Tract 508, Ontario County, New York",33149,4791,-,**,21429,3113,34583,7480,43194,15967,41667,21571,40417,16717,-,**,23036,7225,34792,24443,73684,14755,40694,24280,31131,9852,-,**,11579,4679,34306,6374,32344,13042,45625,31679
1400000US36069050900,36069050900,"Census Tract 509, Ontario County, New York",46278,6612,-,**,42727,15566,36208,5605,57292,13047,68125,15508,46757,6973,-,**,43636,14501,37330,8501,57639,23978,82188,3630,42063,15977,-,**,40833,25819,26944,16841,57083,31258,60464,31219
1400000US36069051000,36069051000,"Census Tract 510, Ontario County, New York",31458,6531,-,**,16898,6204,30000,6524,52778,30082,60000,23067,38450,11360,-,**,16667,7682,29318,16229,57375,25465,-,**,25966,8119,-,**,17798,14418,30242,12296,-,**,47875,16914
1400000US36069051100,36069051100,"Census Tract 511, Ontario County, New York",27375,7527,19107,5181,17083,7677,33045,6977,34309,13578,40625,11753,29653,10491,20109,4451,28264,5088,26875,14207,52188,16444,-,**,24659,9345,-,**,15875,3167,34103,3570,24531,12643,45677,6696
1400000US36069051200,36069051200,"Census Tract 512, Ontario County, New York",33217,4003,28125,8168,25517,8817,32961,7583,42112,16876,43269,7694,36888,4997,31250,16750,35563,6111,36750,11359,72500,35080,-,**,27900,8095,-,**,12305,6061,28150,12139,40063,15448,44038,7422
1400000US36069051300,36069051300,"Census Tract 513, Ontario County, New York",32407,7002,37083,30079,23527,4924,31386,5990,41875,24816,66657,12574,36486,7474,38750,33335,26739,5497,37000,6505,-,**,83952,16071,30288,6941,-,**,20096,6999,25163,5740,44643,21110,65610,10551
1400000US36069051400,36069051400,"Census Tract 514, Ontario County, New York",41946,4140,34792,23467,39647,9512,36346,9841,52083,11807,60598,5723,46810,4522,40357,28998,53125,9306,45278,4481,50833,14665,61087,8976,33203,8884,-,**,24688,8009,25978,5120,53571,16876,59250,15048
1400000US36069051500,36069051500,"Census Tract 515, Ontario County, New York",33494,5516,16875,4800,30050,12404,33148,9308,40164,10783,52813,14935,36955,6567,-,**,36548,6895,44250,12981,30521,16879,60500,29842,29808,6334,-,**,15417,7459,30865,8548,52500,24480,46250,24831
1400000US36069051600,36069051600,"Census Tract 516, Ontario County, New York",30174,2987,21653,5871,21618,6132,29020,3986,42222,11405,58125,8030,38226,7590,23214,5546,20139,9698,39556,14442,42222,11822,70714,21815,25273,5788,-,**,22868,10913,20161,14778,37500,27702,55163,28442
1400000US36069051700,36069051700,"Census Tract 517, Ontario County, New York",29688,5813,-,**,30781,10689,24936,4091,50909,29908,59375,6239,39464,8760,30833,6417,43472,6840,40486,16299,-,**,62639,49715,23333,3025,9444,5001,22292,6863,22426,4484,52386,11810,59250,5934
1400000US36069051800,36069051800,"Census Tract 518, Ontario County, New York",23865,3217,11172,6941,20504,2272,25882,6485,32174,6518,52000,16233,22250,9376,-,**,19973,2309,26146,18668,35556,14819,62917,18080,24125,2374,10781,3895,21765,15618,25739,4431,31630,6869,47188,11285
1400000US36069051900,36069051900,"Census Tract 519, Ontario County, New York",39531,8252,21136,6585,19483,9776,37589,12816,40806,8569,76218,5460,45197,9390,25402,7273,-,**,46111,6674,56125,42572,81563,6527,35852,12116,13750,9248,23516,16099,20688,6142,40444,9641,61780,17208
1400000US36069052000,36069052000,"Census Tract 520, Ontario County, New York",36679,3642,26898,24481,32015,7488,31639,5913,57736,8158,56830,8215,44306,6927,26574,13057,39545,14948,37442,8767,56364,9894,80731,8395,29033,3701,-,**,-,**,26172,8529,58750,9045,46029,15236
1400000US36069052100,36069052100,"Census Tract 521, Ontario County, New York",41557,3502,24844,18438,40729,4409,35678,2668,51800,4082,56324,6076,47074,3698,33958,31826,44300,4939,43542,7615,60156,9973,59250,10568,33689,2669,4375,3374,22813,8754,31364,6049,47083,22395,55294,7011
1400000US36069052200,36069052200,"Census Tract 522, Ontario County, New York",32230,3054,25132,20853,26750,2842,33147,2766,40365,9465,53056,11433,38125,7625,-,**,31667,8491,43750,9332,41250,2195,45750,16491,27406,5656,-,**,20357,8203,28036,8080,35568,11511,60060,16591
1400000US36071000100,36071000100,"Census Tract 1, Orange County, New York",34306,11904,60457,49085,27012,7764,31773,6364,56364,29544,60221,10238,44052,9758,-,**,42737,27162,-,**,57386,31684,59766,41636,31226,1881,-,**,23875,5516,30818,2449,-,**,60625,50313
1400000US36071000200,36071000200,"Census Tract 2, Orange County, New York",32367,8105,19773,6559,31939,7457,28750,12763,60000,31598,101042,58096,36731,11686,25893,11642,42961,16072,-,**,61250,55019,106406,20143,30089,5519,16548,3768,30149,7057,28828,10854,58125,45342,66563,40729
1400000US36071000300,36071000300,"Census Tract 3, Orange County, New York",28714,2827,21369,4887,30000,5734,31824,8206,41042,10588,55662,53789,32475,6679,26295,3292,32500,7986,36891,13657,50843,17008,-,**,25956,4238,18036,3039,19559,12479,29925,4918,28594,8144,55662,48635
1400000US36071000400,36071000400,"Census Tract 4, Orange County, New York",24724,4319,18636,9942,23085,5810,26838,8508,36912,12090,103000,60991,25352,5754,21650,9824,14491,12908,27730,22584,36507,13714,104500,21096,23899,5977,11406,781,26813,5607,21731,17876,45809,33613,-,**
1400000US36071000501,36071000501,"Census Tract 5.01, Orange County, New York",20370,2302,20407,3465,19451,6069,-,**,-,**,60435,42600,21250,4749,23323,5179,21681,10251,-,**,17159,2548,-,**,19891,2599,18975,2778,14050,8328,66250,34206,-,**,-,**
1400000US36071000502,36071000502,"Census Tract 5.02, Orange County, New York",23243,3266,21240,1485,25526,11081,31250,21319,58718,12471,-,**,30258,9613,22464,2489,31321,17617,40518,4730,58194,45876,-,**,18066,2666,16862,2746,19046,10965,16406,13392,59167,2443,-,**
1400000US36071000600,36071000600,"Census Tract 6, Orange County, New York",35534,4655,23722,5234,34643,13852,40590,13747,48144,25398,-,**,35313,12141,25859,22154,38125,13717,31250,22676,-,**,-,**,35563,4210,23417,8995,29350,10892,41424,7093,49583,14976,-,**
1400000US36071001100,36071001100,"Census Tract 11, Orange County, New York",34070,8176,22898,6522,30547,8756,36823,8489,62917,57522,63929,27463,35772,10031,24006,4261,30076,11408,39792,18050,-,**,90714,62648,32546,10313,11392,10221,31583,22275,33098,12980,-,**,53000,27062
1400000US36071001200,36071001200,"Census Tract 12, Orange County, New York",27766,5708,19623,3197,31033,5055,36136,12353,24911,20620,51442,14176,28782,6525,20179,4464,31458,5567,40500,16384,-,**,52019,18000,24196,7571,18529,5259,24900,18926,28846,18827,47841,35067,-,**
1400000US36071001300,36071001300,"Census Tract 13, Orange County, New York",46429,5385,30222,15688,34135,6914,48233,10279,73015,41373,87330,20636,62107,10199,-,**,45268,24554,61484,7443,106531,22007,105417,24121,38223,4432,30268,16632,31154,10016,32969,5906,46696,13889,77000,20535
1400000US36071001500,36071001500,"Census Tract 15, Orange County, New York",31141,6928,19345,2149,26607,3095,35845,17271,45363,14537,68487,38415,40905,7742,30711,17274,29435,21702,46591,13492,-,**,67697,54537,24938,3419,-,**,24178,3289,24962,11155,32045,22551,73125,39733
1400000US36071001600,36071001600,"Census Tract 16, Orange County, New York",35532,5885,25685,20772,32473,3301,36858,12464,39615,13761,81635,40197,37009,7021,26429,7296,31563,7770,43299,13192,-,**,127865,70460,33854,8435,-,**,33472,5842,28485,16734,35833,30158,62315,15385
1400000US36071002100,36071002100,"Census Tract 21, Orange County, New York",38663,7694,20972,14135,28333,22818,41481,8289,55574,15390,-,**,39063,5173,28185,6340,26429,17503,47932,12735,55538,22431,109167,73167,31723,19451,-,**,40714,26335,30993,10794,55625,12330,-,**
1400000US36071002200,36071002200,"Census Tract 22, Orange County, New York",35396,12892,29306,6401,36313,10073,39271,23240,-,**,103409,59576,42667,10396,29120,8214,43625,7358,46080,26031,-,**,106250,94482,25509,7921,30909,24890,16692,908,31583,19678,-,**,-,**
1400000US36071002300,36071002300,"Census Tract 23, Orange County, New York",36605,4555,36417,5799,35500,11101,37333,11875,24318,16621,73333,46014,41202,7337,36361,824,50234,28708,45161,6549,40833,14273,42969,33012,30061,3222,-,**,30893,5514,29265,4409,22955,10865,101563,67146
1400000US36071010101,36071010101,"Census Tract 101.01, Orange County, New York",47215,3498,22237,11678,44318,7523,47663,7036,46339,24505,76250,6952,52679,14932,28438,10643,61500,12887,49823,12445,47232,36740,75771,12156,35735,7318,-,**,26212,4534,38397,9183,35938,35335,90150,39881
1400000US36071010102,36071010102,"Census Tract 101.02, Orange County, New York",48962,5678,54286,14127,38894,11971,36550,6314,61875,12364,84130,8233,57886,4417,63281,11677,48839,11665,57250,5884,70509,24137,105875,29495,35563,3424,53170,20487,31581,4048,22778,9462,50000,32492,64911,23718
1400000US36071010200,36071010200,"Census Tract 102, Orange County, New York",47604,9661,50577,25334,38750,10235,41667,14373,51384,11910,84931,14436,52317,8348,51346,25067,40952,13931,46719,18758,62083,18295,91458,34799,41676,5695,-,**,32188,11998,40234,15228,37955,4995,83958,13264
1400000US36071010300,36071010300,"Census Tract 103, Orange County, New York",43016,4924,4886,4394,46007,13267,40597,3971,51406,20209,-,**,42445,7877,-,**,54595,9113,39000,5092,29659,24397,78929,23235,43286,10165,-,**,30729,15549,44896,6482,78355,40652,-,**
1400000US36071010400,36071010400,"Census Tract 104, Orange County, New York",33141,4198,16990,13020,28944,4475,35463,4529,55703,20874,64542,10587,34565,9231,27308,11988,30657,6134,55781,29897,-,**,64185,21700,30398,7722,16378,6742,27806,3962,33625,6241,56523,16086,70357,40064
1400000US36071010500,36071010500,"Census Tract 105, Orange County, New York",47169,14737,14551,7158,33125,6830,40680,10962,66250,19891,72250,14504,52133,2746,-,**,45341,28241,52738,7844,54324,20094,-,**,39133,8040,15833,8046,30750,17654,37011,12711,75718,10230,71923,11991
1400000US36071010600,36071010600,"Census Tract 106, Orange County, New York",45843,8496,31033,12044,31888,8171,40915,9210,74808,25670,74083,24746,62364,5159,57941,45038,50861,5696,66017,17938,88563,41736,76364,42160,31059,2067,28750,6213,17647,13806,31622,7350,33576,24301,73083,59920
1400000US36071010700,36071010700,"Census Tract 107, Orange County, New York",40386,6854,16497,1129,31753,3650,41609,4261,43629,7038,76974,9834,45705,12088,-,**,32201,17989,49671,16774,-,**,85096,9319,32308,8133,16688,6750,30034,6488,25781,17212,38750,10550,70694,10259
1400000US36071010801,36071010801,"Census Tract 108.01, Orange County, New York",39239,5803,20875,9684,30130,4158,41140,4577,61635,34937,82250,22596,46938,5339,41250,10594,39196,12481,46149,5278,85568,30212,85250,28912,30435,5578,13542,13103,26250,11528,36471,5944,-,**,81500,30106
1400000US36071010802,36071010802,"Census Tract 108.02, Orange County, New York",44300,13166,37125,36110,35585,6257,44625,12543,52270,13123,74083,17793,50951,11875,68125,56403,37388,11864,51983,40723,59861,8736,93088,44146,40256,12301,-,**,21927,10395,40125,13509,40536,30248,73750,12685
1400000US36071010901,36071010901,"Census Tract 109.01, Orange County, New York",43493,11088,-,**,38190,12818,37991,7872,56447,18144,84583,31314,60197,24711,-,**,60592,23019,43800,9404,74130,21710,103558,15205,31210,9559,"2,500-",***,20750,19708,33151,6353,51000,40687,-,**
1400000US36071010902,36071010902,"Census Tract 109.02, Orange County, New York",45858,6445,41830,17571,38594,13613,41394,4754,54500,18542,83144,14664,58690,10333,49167,23630,54167,12827,62738,29442,64167,18757,83636,27262,34155,5122,26042,25431,21193,9328,32500,14863,50278,12321,82898,23214
1400000US36071011000,36071011000,"Census Tract 110, Orange County, New York",40267,4670,25833,8392,33214,9477,37625,11028,63929,44102,68250,3886,47868,23846,26250,11935,36438,11644,48162,14677,71602,9601,81080,57548,33558,7980,20781,17948,25046,8952,32596,7936,-,**,66734,20896
1400000US36071011101,36071011101,"Census Tract 111.01, Orange County, New York",41121,4054,26583,5019,38813,6852,39188,12620,63333,14236,39402,17527,47434,9096,-,**,41449,4748,50724,26243,72054,33343,38641,12435,34290,3372,25833,8855,30526,14969,32672,5506,49226,8950,47917,33960
1400000US36071011102,36071011102,"Census Tract 111.02, Orange County, New York",40331,4387,22357,3562,38800,11336,40257,6587,47813,26877,69625,20566,55100,13398,24113,17578,41907,16537,58824,25803,87750,73960,120139,67619,26712,8288,20929,14330,22708,3880,26788,4510,-,**,52019,23688
1400000US36071011200,36071011200,"Census Tract 112, Orange County, New York",38200,5090,39740,10774,33750,13723,35504,8515,57917,30052,87708,47375,52866,4218,40303,12291,52171,18812,51429,26842,87580,25034,125096,87583,29938,6524,-,**,23750,8007,31734,10856,31094,30914,-,**
1400000US36071011300,36071011300,"Census Tract 113, Orange County, New York",40729,4482,20855,4237,37014,9238,40389,14565,53199,23113,62813,19606,42034,11113,21283,2979,41336,21791,40966,19545,43398,39099,63828,5300,40160,5521,-,**,30054,20298,40064,18466,54706,25146,-,**
1400000US36071011400,36071011400,"Census Tract 114, Orange County, New York",35500,13087,-,**,29500,7092,32234,15217,71302,12874,-,**,41354,11044,-,**,40599,20896,45313,29863,76042,67883,95156,57735,31440,6651,-,**,23125,13360,24700,17331,71042,10410,-,**
1400000US36071011500,36071011500,"Census Tract 115, Orange County, New York",33686,2998,16696,12015,28955,4217,31842,4066,42300,14209,68750,27323,34949,6272,15000,6698,31500,5516,45750,20140,56250,39107,83295,5821,31432,3457,37159,22086,25547,13806,26667,9811,40625,13829,-,**
1400000US36071011601,36071011601,"Census Tract 116.01, Orange County, New York",33950,5088,18333,6183,36843,6344,32969,9211,-,**,-,**,41179,8225,-,**,42159,10771,41023,20293,-,**,-,**,29393,5458,19083,7307,28950,10099,31974,8090,26146,15700,-,**
1400000US36071011602,36071011602,"Census Tract 116.02, Orange County, New York",34744,13947,27083,20884,26827,14219,34583,21412,46071,41033,70962,36807,40701,17094,-,**,45175,28306,40069,34392,-,**,-,**,27134,17786,16083,11551,21944,12623,27143,24507,60978,15684,71635,37480
1400000US36071011701,36071011701,"Census Tract 117.01, Orange County, New York",47154,9904,-,**,35250,7944,60625,13328,54167,19315,81094,9882,60865,11295,63257,28213,38348,14287,75208,37381,85417,14508,82404,38274,35807,4969,-,**,29963,6511,37202,10356,46078,14433,67045,28949
1400000US36071011702,36071011702,"Census Tract 117.02, Orange County, New York",45757,5544,21111,1812,32273,19510,41438,6114,63182,11624,81250,19753,48780,8533,-,**,44009,15136,42500,10981,93333,44942,77250,26387,42904,13576,-,**,21795,10107,33750,24812,48875,10836,81477,37979
1400000US36071011801,36071011801,"Census Tract 118.01, Orange County, New York",49289,6523,43750,7452,31148,6409,50820,6258,64938,37270,76106,4328,55170,16113,44643,15924,32222,9262,65469,27746,78750,44321,74844,49790,47679,5356,10972,3920,23750,11349,48864,4427,61411,56835,76154,3152
1400000US36071011802,36071011802,"Census Tract 118.02, Orange County, New York",52500,8562,-,**,37419,5415,50509,6695,63750,13281,93750,30180,58333,14064,-,**,36587,5680,53750,12273,91750,34462,121645,10332,50500,7105,-,**,45096,13995,43250,8847,51958,12404,73750,19287
1400000US36071011900,36071011900,"Census Tract 119, Orange County, New York",42699,6009,45156,37926,24389,7246,44420,9629,50391,17518,74095,12796,60875,15937,45625,32361,33586,11030,62333,29186,110857,17907,81813,59261,30352,6927,-,**,22528,4337,32689,16154,30459,7497,71314,4070
1400000US36071012100,36071012100,"Census Tract 121, Orange County, New York",50763,6402,26944,21808,24637,7069,50389,16209,59531,18805,80795,14799,50861,9002,-,**,23669,6116,51524,18596,82604,50071,89219,38081,50609,15337,-,**,30455,14194,40833,17099,57188,17135,71818,16016
1400000US36071012200,36071012200,"Census Tract 122, Orange County, New York",55202,11197,-,**,37708,19535,40875,7729,53063,19859,80833,8701,63850,18746,-,**,-,**,55848,14881,53625,38357,100273,37012,45865,20187,-,**,26125,22681,19861,14623,50000,27198,69931,17675
1400000US36071012300,36071012300,"Census Tract 123, Orange County, New York",50063,5138,-,**,34926,10016,49297,10991,64313,39840,61696,25362,60827,10599,-,**,40625,19551,58750,24655,128750,63603,-,**,38321,6885,-,**,22422,10313,36719,14658,39750,26218,61667,36611
1400000US36071012601,36071012601,"Census Tract 126.01, Orange County, New York",46903,5999,50441,33436,48859,23308,41316,4649,51466,20344,74167,31330,51875,16313,50441,33436,50526,30830,47159,27409,72100,21688,70714,42559,42185,3191,-,**,45234,29345,40378,7135,-,**,83125,41806
1400000US36071012602,36071012602,"Census Tract 126.02, Orange County, New York",33622,5787,28553,7642,28952,3932,35335,9754,50000,31287,87857,32712,43594,10849,33974,1529,-,**,42708,9721,54375,22485,102083,86602,29364,1925,-,**,28488,6713,29063,5706,-,**,80694,69382
1400000US36071012700,36071012700,"Census Tract 127, Orange County, New York",35321,7050,24688,12378,29436,8585,33869,10764,66898,13051,66442,13893,43750,9687,-,**,36964,14547,50264,18984,39000,30021,83229,45128,28568,2168,13468,3545,17192,14227,28768,3816,73155,17257,65769,36638
1400000US36071012800,36071012800,"Census Tract 128, Orange County, New York",42194,8318,36607,13282,32899,5634,41250,4554,80962,38325,64943,23351,63068,19202,-,**,30625,18222,66818,48832,95536,10947,105417,72631,38682,8130,-,**,33482,3776,37692,11998,52266,25771,-,**
1400000US36071012900,36071012900,"Census Tract 129, Orange County, New York",48936,4177,-,**,28750,11563,46429,19397,60139,33672,70250,20338,61384,12057,-,**,48750,36840,60625,25766,90288,27212,52500,20767,38398,9390,-,**,20655,3308,32431,10100,45333,13722,75481,9711
1400000US36071013000,36071013000,"Census Tract 130, Orange County, New York",57399,8716,14219,8592,41389,16365,44250,21088,69417,10310,72639,15785,69109,4481,-,**,57232,26666,61148,3627,76042,20636,76818,17043,41140,5477,-,**,26371,9268,39135,10499,56167,16732,70417,44363
1400000US36071013100,36071013100,"Census Tract 131, Orange County, New York",70826,5329,-,**,50743,16004,49728,13718,75000,5465,85329,15849,75000,10227,-,**,46071,29778,61339,16186,74048,14748,106097,15741,64318,16357,-,**,51389,19538,35357,20365,75400,6714,62708,17059
1400000US36071013201,36071013201,"Census Tract 132.01, Orange County, New York",51981,3149,-,**,32813,8452,53396,6293,60625,17955,67043,10364,62340,12965,-,**,42237,8676,59625,10281,80398,18210,90486,6505,40192,10005,-,**,24722,7830,41875,16106,38333,34781,61286,10003
1400000US36071013202,36071013202,"Census Tract 132.02, Orange County, New York",55143,9957,-,**,35000,12575,45000,26031,75714,31265,63333,8745,61774,1722,-,**,41528,15618,61182,13085,76250,30222,63631,3209,37604,13007,-,**,29271,12384,37250,13026,-,**,49107,47551
1400000US36071013300,36071013300,"Census Tract 133, Orange County, New York",52289,4671,34844,16936,42188,12802,54714,9886,72500,20650,99803,9904,66114,11274,40490,13467,48068,7394,70303,18815,100104,30734,110667,41462,37681,5322,-,**,31303,4165,40952,13696,34565,4946,89875,15334
1400000US36071013400,36071013400,"Census Tract 134, Orange County, New York",51429,6629,14500,12308,43333,8413,49100,6956,56250,33111,85192,19640,60529,10530,13500,12199,55577,15188,56458,13285,82639,9709,105208,44759,42589,5540,19167,13667,40781,19751,42292,8829,43036,17114,82750,19224
1400000US36071013500,36071013500,"Census Tract 135, Orange County, New York",61622,16677,16683,6957,-,**,50114,14753,77500,8385,77857,16306,82075,7474,15240,1115,-,**,80714,27004,85197,12185,110078,33864,42857,5363,-,**,-,**,40965,6777,41157,17386,60815,19504
1400000US36071013600,36071013600,"Census Tract 136, Orange County, New York",78793,10974,-,**,-,**,39063,26329,54167,31890,93370,11684,91216,9824,-,**,46500,10603,61500,34531,77727,31161,103864,9137,23750,4044,-,**,-,**,23194,1917,16875,11545,61250,27366
1400000US36071013700,36071013700,"Census Tract 137, Orange County, New York",51129,3412,-,**,50746,3769,49926,13601,52885,22913,71897,12075,64792,22093,-,**,50679,3866,54563,46249,70804,18441,92212,26508,43594,7437,-,**,50833,10151,43333,12270,39327,26232,43826,7514
1400000US36071013800,36071013800,"Census Tract 138, Orange County, New York",51652,8029,-,**,37366,12392,48220,9656,61765,7248,77679,33050,66169,8720,-,**,50833,8769,61042,20962,66071,12453,101951,10317,41875,8296,-,**,36250,1459,44167,10274,61042,6624,42216,10269
1400000US36071013900,36071013900,"Census Tract 139, Orange County, New York",61477,11711,-,**,40848,20731,54813,13091,61413,34338,87593,16934,71651,7018,60179,26319,54688,32878,66679,8608,71429,7893,115724,85356,41619,11742,"2,500-",***,33365,18026,30875,17933,27237,16019,84688,14947
1400000US36071014101,36071014101,"Census Tract 141.01, Orange County, New York",51038,10550,16979,8789,23125,20588,56071,14369,77962,18658,69904,11993,55281,17501,13083,3869,-,**,91406,67539,90682,26414,69960,62542,48403,9337,20900,13193,-,**,49931,17091,60469,28237,69688,15628
1400000US36071014102,36071014102,"Census Tract 141.02, Orange County, New York",38875,7734,23681,4394,27619,9120,35500,10128,57283,16385,78036,22247,49044,13971,28924,5040,30417,13871,56161,10745,55758,12843,88125,30723,32725,3918,14899,1639,24269,5732,30388,6264,64286,19063,44063,38499
1400000US36071014201,36071014201,"Census Tract 142.01, Orange County, New York",61906,15999,11417,1358,45781,24249,52685,16890,68636,14774,87679,18338,72500,18119,-,**,42292,31550,81207,26017,76094,28311,110833,16000,53270,6958,11417,1358,51071,33351,35833,24634,60694,39764,75375,18030
1400000US36071014202,36071014202,"Census Tract 142.02, Orange County, New York",63769,7303,-,**,45053,25275,47067,11481,88430,24107,97679,35679,87900,28666,-,**,46567,8148,61211,39404,105956,21822,121806,39238,52602,14390,-,**,31731,8877,35375,15312,54719,18262,81141,21178
1400000US36071014301,36071014301,"Census Tract 143.01, Orange County, New York",43789,9360,-,**,31063,11195,42279,16664,54420,26479,61103,16053,60909,8482,-,**,40170,20593,61744,7648,92000,29302,103214,59041,32350,10427,"2,500-",***,23977,12482,32382,10337,38194,35137,46042,29367
1400000US36071014302,36071014302,"Census Tract 143.02, Orange County, New York",56444,13379,20259,9426,48646,25404,41611,17223,75833,12517,80625,18986,70543,21761,-,**,61477,43671,52869,8370,86833,17735,93516,21590,50139,11889,-,**,-,**,36364,14514,65938,18750,71667,17809
1400000US36071014400,36071014400,"Census Tract 144, Orange County, New York",50009,6732,-,**,41797,15806,36333,12359,51667,13953,86389,21683,52073,5272,-,**,51281,3090,60625,19115,60000,36905,88500,79555,35417,13887,-,**,21111,6052,27045,4834,46515,16131,85833,26062
1400000US36071014501,36071014501,"Census Tract 145.01, Orange County, New York",53094,6337,-,**,40741,3246,47604,5540,78819,12089,120846,33657,72361,12545,-,**,50568,13032,52500,18714,83042,18916,158889,147112,41053,10098,-,**,34096,2416,42045,18419,52273,12530,75875,34949
1400000US36071014502,36071014502,"Census Tract 145.02, Orange County, New York",54181,16061,-,**,26739,2298,48482,12551,65357,9604,88583,21184,72392,27803,-,**,31731,15783,104000,87754,71466,14874,110417,46697,34861,14301,-,**,25712,5634,24886,19992,60385,18755,79926,8548
1400000US36071014600,36071014600,"Census Tract 146, Orange County, New York",53213,5981,24778,7208,52620,15699,44722,19668,60890,15675,61600,13974,76318,12377,-,**,63523,18678,82522,12604,79886,16107,100962,66034,39271,5477,-,**,38298,9207,28125,10792,49099,12973,54886,16635
1400000US36071014700,36071014700,"Census Tract 147, Orange County, New York",55152,8291,-,**,45156,20925,44191,17412,80139,13920,69583,30640,72895,16828,-,**,54896,13796,63700,27687,83750,9747,146125,64326,37109,3626,-,**,29844,14934,36272,4261,56458,22036,37042,9300
1400000US36071014800,36071014800,"Census Tract 148, Orange County, New York",56880,6950,35391,15083,39489,21133,59362,17888,80614,18212,62273,47281,70980,23504,-,**,55954,11218,76875,20186,87171,25609,-,**,50530,20252,-,**,33481,7993,39583,21246,72059,19018,62131,41615
1400000US36071014900,36071014900,"Census Tract 149, Orange County, New York",62857,10016,26250,14206,46500,22829,54300,9321,88125,19634,79261,5039,75357,14438,-,**,59327,13236,79063,23168,100703,25772,80114,24475,51552,9137,-,**,41042,9485,31417,14560,73750,47260,79205,10175
1400000US36071015003,36071015003,"Census Tract 150.03, Orange County, New York",27450,4181,21007,5852,21741,3694,40724,15615,-,**,-,**,30762,3845,22167,14793,28819,7171,41250,13127,-,**,-,**,14032,2232,12422,5223,14300,2066,-,**,-,**,-,**
1400000US36071015004,36071015004,"Census Tract 150.04, Orange County, New York",21905,5724,14798,3158,24200,5658,45625,24788,-,**,-,**,26441,3983,17227,10038,27917,9532,44722,43495,-,**,-,**,16583,6385,10321,9862,19063,4624,-,**,-,**,-,**
1400000US36071015005,36071015005,"Census Tract 150.05, Orange County, New York",27782,5040,25662,3295,27933,7957,30774,14549,100341,84430,68750,9817,31429,6362,26912,7172,29135,6944,34732,27441,100341,84430,-,**,15313,7762,4412,3571,22596,12768,14000,4132,-,**,-,**
1400000US36071015006,36071015006,"Census Tract 150.06, Orange County, New York",24667,8741,16544,7779,35450,9868,17574,5898,-,**,-,**,26759,8060,21406,13004,-,**,18603,5311,-,**,-,**,16296,6814,12697,8482,31094,25176,-,**,-,**,-,**
1400000US36071015100,36071015100,"Census Tract 151, Orange County, New York",27846,5921,16317,10838,26944,12108,31944,9447,16623,6061,50583,10731,26340,4795,16341,14736,33750,28425,26987,16940,-,**,-,**,30540,6265,-,**,22941,12164,37682,11971,16762,7990,52250,13764
